observed_complaints,hourly_wage,average_handling_minutes,ai_addressable_share,time_reduction,adoption_rate,implementation_cost,annual_operating_cost,success_probability,discount_rate,observed_hours_workload,ai_addressable_complaints,gross_hours_released,expected_hours_released,estimated_annual_capacity_value,annual_net_value,three_year_net_value,roi,npv,payback_years,simulation
250000,24.87700845611023,18.690370294666742,0.168484013544204,0.15525962026736428,0.737593301593201,1411829.9100500185,318637.05181919254,0.696771893360473,0.1,77876.54289444475,42121.003386051,2037.154103907679,1046.9633302506302,26045.315619882254,-292591.7361993103,-2289605.1186479493,-0.9669997923345998,-2139462.2517628036,inf,11
250000,24.923033585099343,24.23265588014972,0.3348887491748048,0.23481031981579503,0.5799877554080676,1225334.6600787644,249751.46108253056,0.4950378593190903,0.1,100969.39950062384,83722.18729370121,7939.7624834431135,2279.63202635659,56815.345554553365,-192936.11552797718,-1804143.006662696,-0.9136802479281816,-1705138.2231122763,inf,12
250000,21.46041674427955,17.013765861992592,0.47486582307105973,0.300930646684154,0.5629185995312525,1729704.5710720976,325929.2587993004,0.765681858459563,0.1,70890.6910916358,118716.45576776493,10130.398798413877,4366.369635954273,93704.11204714687,-232225.14675215352,-2426380.0113285584,-0.8961724355734101,-2307214.1396292937,inf,13
250000,22.207454054381035,20.97281221066185,0.21988225359335448,0.3651034591060642,0.644240955373905,811649.6037050096,381769.8282640185,0.7228440646517724,0.1,87386.71754442438,54970.56339833862,7015.385706374609,3266.9651598079136,72550.97868369783,-309218.8495803207,-1739306.1524459715,-0.8887800274770946,-1580631.1154336808,inf,14
250000,22.859232085062153,14.769710728057728,0.41538251539261734,0.30591758865277596,0.6351778488228703,1256847.4824688798,482166.2312701523,0.7449217446193066,0.1,61540.4613669072,103845.62884815433,7820.119814754083,3700.150619161811,84582.60175310627,-397583.62951704604,-2449598.371020018,-0.9061356597664617,-2245579.123116079,inf,15
250000,22.03488481416602,22.89637817478158,0.18562824845069287,0.2564937226447018,0.5928547681130087,1366648.3959033594,468995.7622669782,0.7255458658042329,0.1,95401.57572825659,46407.062112673215,4542.305661467814,1953.842465053769,43052.693662485995,-425943.06860449223,-2644477.601716836,-0.953433653239733,-2425905.76410837,inf,16
250000,22.771677057120485,17.367120292972377,0.3663460111619198,0.22770954845656138,0.691966870775029,1182449.1957541003,260804.7115328941,0.6902246682213036,0.1,72363.00122071824,91586.50279047995,6036.556642007352,2883.1355357803145,65653.83133269736,-195150.88020019676,-1767901.8363546906,-0.8997581709854962,-1667760.550722283,inf,17
250000,24.601946587104376,26.190632839471906,0.34443069585453234,0.255866843589856,0.8494853191490651,976050.4740473741,228497.18672599012,0.6031287402529678,0.1,109127.63683113294,86107.67396363309,9617.243482298061,4927.385180948245,121223.26703577835,-107273.91969021177,-1297872.2331180093,-0.7811251273718828,-1242824.8348096588,inf,18
250000,22.439153097004173,19.923213699101574,0.33313689530809143,0.11687003965922445,0.7819893981963731,1300053.8584361065,339069.8682156604,0.7146487000516687,0.1,83013.39041292323,83284.22382702286,3232.0202784448757,1806.2071211831444,40529.75811712775,-298540.11009853263,-2195674.1887317044,-0.9475289382116222,-2042478.9256232912,inf,19
250000,20.784608746167635,19.568460454633346,0.29060977881510003,0.2912463385215973,0.7393738497280511,1291380.9913417008,426017.7690089406,0.8496078758891562,0.1,81535.25189430562,72652.444703775,6901.064958786584,4335.096120609108,90103.27674388945,-335914.4922650512,-2299124.4681368545,-0.8947979209262898,-2126750.615231497,inf,20
250000,21.724907968479314,17.17441618883814,0.36007238025871113,0.23274492349975956,0.7836895471084788,1541515.2361136638,292173.4751563375,0.8748197326977976,0.1,71560.06745349224,90018.09506467778,5997.0927837918725,4111.529330845578,89322.59632232353,-202850.87883401394,-2150067.8726157057,-0.8891795546176612,-2045975.3480149305,inf,21
250000,24.739105854923256,21.216810511709546,0.2827648207498994,0.38120482708520376,0.5068768536384017,1115605.9176688374,273913.40101158427,0.91975215192283,0.1,88403.3771321231,70691.20518747484,9529.116236128499,4442.484251129237,109903.08814751566,-164010.3128640686,-1607636.856261043,-0.8298139599738606,-1523475.2907567916,inf,22
250000,24.331368802026468,29.895456282052173,0.4660214281545181,0.3612027665838731,0.6672916738785086,1732636.0666396115,365698.6577375109,0.7484955497370863,0.1,124564.4011752174,116505.35703862952,20967.70506330773,10472.631628113128,254813.4624713874,-110885.19526612351,-2065291.6524379821,-0.7298541428487678,-2008391.135257845,inf,23
250000,26.124074323314986,24.143782192308066,0.4116717698057405,0.20848644462178956,0.8486695354877869,887899.9169339837,486929.2040379067,0.8076396145516201,0.1,100599.09246795026,102917.94245143513,8634.21726233272,5918.0577405005815,154603.78026250674,-332325.4237754,-1884876.1882601837,-0.8025231815423414,-1714344.0587045124,inf,24
250000,23.655323110497406,20.08406339432006,0.3708490430868169,0.353654740759975,0.5259933916861045,999461.9413807372,398058.3145101295,0.8918551045001892,0.1,83683.5974763336,92712.26077170421,10975.314875284674,5148.628768222669,121792.4770883095,-276265.83742182003,-1828259.4536461974,-0.8334375968155132,-1686494.1892141136,inf,25
250000,23.99016601589746,21.18278550737744,0.15797901759918045,0.20018886923059054,0.48513178177853594,1468333.742871221,232269.59264284547,0.6985960177468353,0.1,88261.60628073933,39494.754399795114,2791.329865080503,946.0127611021129,22695.00319199723,-209574.58945084823,-2097057.5112237656,-0.9685540286969919,-1989514.7279067638,inf,26
250000,22.380997881037686,15.90593469788186,0.26379422779380246,0.3296057100086862,0.7349503744773495,897219.6024329974,352150.78593309416,0.5223395278979338,0.1,66274.72790784108,65948.55694845061,5762.460592518104,2212.1719240032958,49510.615143608826,-302640.17078948533,-1805140.1148014534,-0.9239729860210683,-1649840.913712634,inf,27
250000,24.937947239902588,19.579152833332106,0.2964884970736825,0.2554626497456426,0.7159389707236212,1746289.197790488,339349.9984673977,0.855010587523889,0.1,81579.80347221711,74122.12426842064,6178.996025756874,3782.3822037611526,94324.8478385421,-245025.1506288556,-2481364.649677055,-0.8976339284945694,-2355630.4814730664,inf,28
250000,23.57019107158944,23.21248395635611,0.37964122309813875,0.1616146230520143,0.4910190965234033,1323395.3035967045,579072.6600363431,0.7282197942681603,0.1,96718.68315148378,94910.30577453469,5934.230240621133,2121.901671330942,50013.627828395285,-529059.0322079479,-2910572.4002205483,-0.9509768567352229,-2639086.8111912254,inf,29
250000,22.361772766927064,20.56308319225412,0.33994089151627227,0.32379578154697786,0.3680996610418643,1689794.55513464,302510.62079925643,0.7938527957311415,0.1,85679.51330105883,84985.22287906807,9430.866263578497,2755.8589284895024,61625.89113658936,-240884.7296626671,-2412448.744122641,-0.9288200080814598,-2288839.22469394,inf,30
250000,19.877205062901783,21.18667039727546,0.372504598153023,0.3510691280712882,0.6959897232354252,1095032.1181396593,293700.63458222995,0.7455546057615734,0.1,88277.79332198108,93126.14953825575,11544.51645793366,5990.430469080377,119073.01484896558,-174627.61973326438,-1618914.9773394524,-0.8192333917686879,-1529305.1619541633,inf,31
250000,20.625161488595268,14.664773773045047,0.2801605281130952,0.2020084531192321,0.746843214584302,1978565.1957181853,625747.2830116992,0.4763887877512984,0.1,61103.22405435436,70040.1320282738,3458.1244336466843,1230.3582548787704,25376.337695700895,-600370.9453159983,-3779678.03166618,-0.9802560106863507,-3471598.876406355,inf,32
250000,23.29296200296698,23.707777754702548,0.4382493068525929,0.21971417605176752,0.4934081243704542,1518127.9217183976,381795.97511812,0.6114054700290423,0.1,98782.40731126063,109562.32671314823,9511.717040901029,2869.4227570266858,66837.35524987134,-314958.6198682487,-2463003.7813231437,-0.9247190265565794,-2301383.3926153947,inf,33
250000,23.7430599081292,15.12552095815009,0.16678482329582472,0.13902856288638543,0.5130886727241073,1087968.0112854328,384614.2404008507,0.7542597210994649,0.1,63023.00399229205,41696.20582395618,1461.36823374838,565.5526033749103,13427.949343128928,-371186.29105772177,-2201526.884458598,-0.9820306650130632,-2011053.378228377,inf,34
250000,24.298424309123455,23.758782041996017,0.3485136003212955,0.35382498102605353,0.7944650822439169,1352922.5667027473,343255.763268291,0.5946487649666984,0.1,98994.92517498341,87128.40008032387,12207.343193105637,5767.086823261677,140131.1226591671,-203124.64060912392,-1962296.488530119,-0.8235635381460495,-1858063.4836195016,inf,35
250000,27.020841412752464,23.929232762782505,0.1913988894346822,0.2332981712516723,0.6690200084908482,946523.6548933659,444149.73434753425,0.4616729508503515,0.1,99705.13651159377,47849.72235867055,4452.13454591393,1375.1238585353835,37157.00370437685,-406992.7306431574,-2167501.8468228383,-0.9510871703781114,-1958654.3374094071,inf,36
250000,24.921875334511892,13.277070065129037,0.44555692147884446,0.36512557894538344,0.8923826032809647,1111002.0429022687,368955.70469380287,0.7426779676005918,0.1,55321.125271370984,111389.23036971112,8999.87460710061,5964.692978634013,148651.33482215527,-220304.3698716476,-1771915.1525172116,-0.7989268198882538,-1658866.4037400999,inf,37
250000,23.439031323257176,21.482558659670197,0.3556888606693905,0.26040172045635723,0.7978667472901325,658019.272271968,333807.04003433284,0.7417846156970771,0.1,89510.66108195916,88922.21516734762,8290.655668899739,4906.785413440949,115010.29700214381,-218796.74303218903,-1314409.501368535,-0.7920799731091105,-1202134.3883024305,inf,38
250000,24.56830846019923,20.14042709339355,0.3423967127937319,0.24193313831522645,0.5459027948956806,851869.6132847255,416005.6147740141,0.6303550168251157,0.1,83918.44622247314,85599.17819843297,6951.561667756514,2392.119719454436,58770.33514128183,-357235.2796327323,-1923575.4521829223,-0.9160378387197247,-1740260.879689191,inf,39
250000,23.882257256008614,16.735507446480256,0.2952903737178058,0.3884816009387045,0.8334090619943124,1927495.4245278067,442931.6779386574,0.7084750333833596,0.1,69731.28102700107,73822.59342945146,7999.215334689334,4723.132798896754,112799.07255754428,-330132.6053811131,-2917893.240671146,-0.8960789210908571,-2748486.3515086365,inf,40
250000,27.34835429024216,24.194965793691495,0.4308410655644441,0.26404691029419486,0.7057646928799777,1049997.3028891585,426601.33754888247,0.5704021378076274,0.1,100812.35747371455,107710.26639111103,11468.640834808277,4616.927181093059,126265.36028078198,-300335.9772681005,-1951005.23469346,-0.8374127105532899,-1796888.4259225263,inf,41
250000,25.50211265744191,21.046744712474204,0.3746121659714967,0.15734030361760215,0.738881051523334,1500558.2778516752,255577.34994874365,0.5315981916459316,0.1,87694.76963530919,93653.04149287418,5168.869326485546,2030.2689706004353,51776.14801316091,-203801.20193558274,-2111961.883658423,-0.9314915949925145,-2007381.7026501566,inf,42
250000,21.749746190217955,19.408600788168627,0.3694370882794355,0.3231701286864426,0.7675340068252482,970168.2292596562,352302.28562818276,0.7263219564229466,0.1,80869.16995070262,92359.27206985888,9655.053605706997,5382.468402019484,117067.32162079179,-235234.96400739095,-1675873.1212818292,-0.8267444717450436,-1555162.7678505383,inf,43
250000,22.711410667398564,23.56004735775622,0.36246713642358164,0.2721232394001535,0.6480749054084753,1348826.8755209155,355078.8470322053,0.7947884217638645,0.1,98166.86399065092,90616.7841058954,9682.760423040987,4987.419779953523,113271.33879323104,-241807.50823897426,-2074249.4002378383,-0.8592356712584527,-1950166.3588199422,inf,44
250000,27.10312258877032,11.683808615976286,0.48749174182737876,0.1667827328258371,0.4744904786343046,1807836.4762499072,376758.5295345768,0.6669637080009178,0.1,48682.53589990119,121872.93545684469,3958.1435579507997,1252.6254946319264,33950.06233882816,-342808.46719574864,-2836261.877837153,-0.9653348188332095,-2660350.395421904,inf,45
250000,22.903788169878155,26.068818449831053,0.30582655350345556,0.36327701864415435,0.7535603754304672,1337402.581849048,294495.61152443854,0.6247100202923495,0.1,108620.07687429605,76456.63837586388,12067.66431756153,5680.934041142313,130114.9098853734,-164380.70163906514,-1830544.6867662433,-0.824239457052784,-1746193.0569995404,inf,46
250000,23.70715673769147,23.916969321767475,0.4904803098232812,0.2459643453871993,0.61569471633546,1810326.9027589855,301634.3459277758,0.8624602857019482,0.1,99654.03884069782,122620.07745582031,12022.329847624627,6384.004313897685,151346.59088367093,-150287.75504410485,-2261190.1678913003,-0.8327803601928729,-2184070.305610967,inf,47
250000,24.388427888315892,26.221925952426602,0.31736566445373804,0.418547405900305,0.7358412699668586,1542799.4147926061,391019.118319688,0.8160748026056855,0.1,109258.0248017775,79341.4161134345,14513.024837087667,8715.093461948816,212547.428436672,-178471.68988301602,-2078214.4844416543,-0.7652150538968518,-1986632.092112503,inf,48
250000,23.606089557377196,11.982388539667431,0.36810285291008404,0.2975898002684965,0.3565570360878002,1734174.005522573,254037.33547399985,0.6162445606629017,0.1,49926.61891528096,92025.71322752102,5469.144291599263,1201.7150256119905,28367.79251704248,-225669.54295695736,-2411182.634393445,-0.9659080020703105,-2295380.7577295816,inf,49
250000,20.9255463607318,18.02931854987288,0.29677523869110706,0.3723128084440621,0.7614801887270766,878053.3538952119,220503.2573096005,0.8296006765672225,0.1,75122.16062447033,74193.80967277677,8300.489615602512,5243.622484174087,109725.6653907605,-110777.59191884,-1210386.1296517318,-0.7861880486413328,-1153540.8289150167,inf,50
250000,23.094190015414394,24.29692885858306,0.22494961433320337,0.44186059308632747,0.7169201201675963,1293955.6337063154,407466.928184759,0.8388424895366715,0.1,101237.20357742942,56237.403583300846,10062.610544933199,6051.4835050032,139754.1099396898,-267712.8182450692,-2097094.088441523,-0.8333851568972568,-1959717.7887710629,inf,51
250000,25.017724234754816,18.476633685650587,0.24166661037337533,0.3214730674575331,0.5270090286207874,1132817.914581541,388450.83292837744,0.4431614218371912,0.1,76985.97369021078,60416.65259334383,5980.9869092062745,1396.859913973506,34946.25612237251,-353504.5768060049,-2193331.644999556,-0.9543816386472683,-2011931.475233589,inf,52
250000,23.77431903872999,26.147595210120365,0.3724818807985582,0.32879626244870475,0.5490456451398438,697494.6199512769,305600.98072088754,0.7954544159058601,0.1,108948.31337550152,93120.47019963955,13342.970781260005,5827.419506024842,138542.9305087529,-167058.05021213464,-1198668.7705876809,-0.7425327267533078,-1112943.264731266,inf,53
250000,23.453022592545455,22.98895040970926,0.3971241995358664,0.34050358992413654,0.40217307806970126,1031258.3541340652,458816.4928452394,0.7388480972029253,0.1,95787.29337378858,99281.04988396661,12952.570035153822,3848.7890071570623,90265.73553879517,-368550.7573064442,-2136910.626053398,-0.8875290419618262,-1947789.5387203388,inf,54
250000,22.392195410251272,19.027998239006322,0.4079120242016114,0.1901921493376641,0.5653248487093285,1528122.421257254,493778.5417974434,0.7331063369803437,0.1,79283.32599585968,101978.00605040285,6150.932407652884,2549.2122886422103,57082.45970949024,-436696.08208795317,-2838210.6675211135,-0.9430969375635193,-2614120.9424526896,inf,55
250000,24.754228739059045,16.79728030421233,0.18620635987990347,0.35740832997047994,0.7327592840392272,1576516.7097326415,310111.8416474178,0.5598760942348522,0.1,69988.66793421803,46551.58996997587,4657.865119730165,1910.9096877469933,47303.09551017296,-262808.74613724486,-2364942.9481443763,-0.9433914434334728,-2230083.1633121157,inf,56
250000,21.946075370323797,18.728583616562222,0.4237947124273522,0.2859701774553648,0.6857815690118512,1368375.1510054388,455805.18191824475,0.6189279305009658,0.1,78035.76506900926,105948.67810683805,9457.361094623728,4014.170932791348,88095.29784040191,-367709.8840778428,-2471504.8032389674,-0.903396888572586,-2282815.2083289996,inf,57
250000,21.164432991656195,27.336112082859916,0.3836510863173213,0.38369755900020247,0.49645390650026555,1209684.0003471205,375285.9742321426,0.6873432896558465,0.1,113900.4670119163,95912.77157933032,16766.830475777995,5721.417011013205,121090.54694691086,-254195.42728523177,-1972270.2822028156,-0.844459379103186,-1841830.404790484,inf,58
250000,27.987802615783206,22.346905675663894,0.28964910547468303,0.21844103284993321,0.6335488503310287,1358540.7482541641,348194.27478897286,0.6643797308678421,0.1,93112.1069819329,72412.27636867076,5891.319376901416,2479.756564619731,69402.93726576968,-278791.33752320317,-2194914.7608237737,-0.9133590905730178,-2051853.5410428962,inf,59
250000,22.39993189257714,14.052162533455155,0.36811468253607893,0.2212156978591766,0.39682745949427034,1161654.9328559726,515624.80915712554,0.5826849551840656,0.1,58550.677222729806,92028.67063401973,4767.942449207812,1102.469354467049,24695.23845371538,-490929.57070341014,-2634443.644966203,-0.9726472540979979,-2382524.113192777,inf,60
250000,22.152785056624076,23.738542262254786,0.3982391660765667,0.2885942618209921,0.7123455695440701,1459270.0290095524,327039.6631919374,0.7130353317019199,0.1,98910.59275939495,99559.79151914167,11367.748745174265,5773.99287676188,127910.02311738444,-199129.64007455294,-2056658.949233211,-0.8427586477279788,-1954475.970892926,inf,61
250000,21.807478605806583,22.031695311811344,0.3132046431005252,0.2601124124670075,0.7431538600272192,1278929.7506298725,393109.6472332793,0.6976663659946757,0.1,91798.7304658806,78301.1607751313,7478.69709877716,3877.5059079969983,84558.62713253318,-308551.02010074613,-2204582.810932111,-0.8968066777556316,-2046250.4692876257,inf,62
250000,23.67281744416473,18.102588016372902,0.30040412022879304,0.3403017539499153,0.6584366444638858,1456833.1855833875,399834.2961869396,0.8123017259539378,0.1,75427.45006822042,75101.03005719827,7710.801062095319,4124.115954682203,97629.44411375892,-302204.85207318066,-2363447.7418029294,-0.8897397301523164,-2208371.923646669,inf,63
250000,24.703740301895483,20.56875633222154,0.30596359641583076,0.18431371243777708,0.5856786238914581,790801.7539537242,327278.5623402026,0.8059889273093293,0.1,85703.1513842564,76490.8991039577,4833.082355071365,2281.4588737111967,56360.56752561637,-270917.99481458624,-1603555.7383974828,-0.9046157445010791,-1464534.7087518312,inf,64
250000,21.129483205963766,28.81931114906955,0.24609097926804954,0.27813432625429824,0.47639406034465137,595717.535403197,313950.0990000083,0.9266705488713612,0.1,120080.46312112312,61522.74481701238,8219.0692527647,3628.3931510164202,76666.0721490354,-237284.0268509729,-1307569.6159561158,-0.8504142636181337,-1185807.7900062925,inf,65
250000,24.834977801210204,19.202138569752552,0.3941558640939174,0.30235200998935663,0.6175513198564114,1281476.488209888,344024.55103662616,0.5739951741992179,0.1,80008.9107073023,98538.96602347936,9534.967343639148,3379.873961431558,83939.09480304114,-260085.45623358502,-2061732.8569106432,-0.891155467127471,-1928270.5228704186,inf,66
250000,24.66171883437322,25.341630090539986,0.2510395391674636,0.3399387329743911,0.9079775409582672,980793.021830501,293064.8815793704,0.9159206766374786,0.1,105590.12537724995,62759.884791865894,9010.856758007138,7493.747497503158,184808.69379921083,-108256.18778015958,-1305561.5851709798,-0.7019194850789185,-1250010.1379479526,inf,67
250000,23.632619545545484,29.019106960332785,0.3215720121684523,0.15095843812644863,0.7506037941162018,1333358.2464902175,478605.54382014787,0.5401618092971815,0.1,120912.94566805327,80393.00304211308,5869.599086710017,2379.814296223911,56241.24585170976,-422364.2979684381,-2600451.140395532,-0.9390707539279736,-2383715.741813681,inf,68
250000,22.19304557582408,19.75717895985823,0.18797926675713605,0.2010223480310935,0.5755638326808824,1092480.4159354996,440317.33665558783,0.6940778897345192,0.1,82321.57899940929,46994.816689284016,3110.770591973794,1242.709706333113,27579.513150169736,-412737.8235054181,-2330693.886451754,-0.965717482469153,-2118898.294074443,inf,69
250000,22.489793711799997,13.56765924382949,0.4455622649333875,0.2862366458434793,0.7112254633484123,1173275.2056519852,339032.5702528849,0.4680933343298738,0.1,56531.913515956214,111390.56623334688,7209.868155028895,2400.3085750848677,53982.44469832327,-285050.1255545616,-2028425.58231567,-0.9260640355431564,-1882152.6779176493,inf,70
250000,22.063610799469235,25.534248204495253,0.30716368777429354,0.342722027532451,0.6542158271911299,1346149.1723810174,525814.145647758,0.6980660223245577,0.1,106392.70085206354,76790.92194357338,11200.147067565169,5114.948574240291,112854.23460133786,-412959.91104642017,-2585028.905520278,-0.8841963074718692,-2373119.3493634746,inf,71
250000,23.410400220797612,18.23236209821311,0.4482508956276821,0.22636652978979477,0.66012832326573,1099329.8769274335,293000.3172664927,0.6592775478568882,0.1,75968.1754092213,112062.72390692052,7708.414769206084,3354.762096242211,78536.32331859211,-214463.9939479006,-1742721.8587711353,-0.8809051719082827,-1632670.0872711982,inf,72
250000,24.64184664671561,22.25571029276081,0.25554309750860105,0.22599321723917226,0.5231967349947171,1201092.398118503,307154.2073512656,0.6779782901072099,0.1,92732.12621983672,63885.774377150265,5355.373647192448,1899.636867417258,46810.5603713433,-260343.64697992228,-1982123.3390582697,-0.9338383788503017,-1848528.514950616,inf,73
250000,24.36090928797332,14.759363702924762,0.14751447303378928,0.2122406537536441,0.730325099695186,1310756.431935588,261639.77612492288,0.7358572926846537,0.1,61497.348762186506,36878.61825844732,1925.3939375212835,1034.7356804375477,25207.10204816845,-236432.67407675443,-2020054.4541658512,-0.9639155504984672,-1898729.4981970883,inf,74
250000,26.39606397131411,20.737413328485175,0.4721708597831977,0.30623456624472634,0.8726813336041948,1161484.3756626684,282451.41406879417,0.5154840689736414,0.1,86405.88886868823,118042.71494579944,12493.862822333187,5620.405729767345,148356.5891876792,-134094.82488111497,-1563768.8503060131,-0.7784442395700449,-1494958.3578989496,inf,75
250000,27.83480933903615,16.11692640285349,0.3596604564964453,0.29001118258357683,0.8799639840129025,920857.454881628,367873.95979488717,0.771255544680541,0.1,67153.86001188954,89915.11412411132,7004.520593071945,4753.807735528346,132321.3319528667,-235552.62784202048,-1627515.3384076895,-0.8039179807175124,-1506641.9764121221,inf,76
250000,20.828622435495806,15.59465396577084,0.42153104575497496,0.25567496531442746,0.9015260641470646,1327846.5321940472,245412.5673240614,0.6642900579505727,0.1,64977.724857378504,105382.76143874374,7002.970105593904,4193.902331171112,87353.20818730877,-158059.35913675264,-1802024.6096043051,-0.873038309084424,-1720916.7641569707,inf,77
250000,22.891125336277153,28.372236084706195,0.36021608570635977,0.32897283047572995,0.8393836401034273,1512668.2915875416,382815.4530643599,0.6490795243971346,0.1,118217.65035294248,90054.02142658994,14008.945876051888,7632.448227102223,174715.32898924334,-208100.12407511656,-2136968.663812891,-0.8030351729437982,-2030182.4994678088,inf,78
250000,25.033026124662243,16.828459741628006,0.39071044993664833,0.3043329362109117,0.7582439334652988,1021726.4813994057,270806.95515220385,0.7954186009016474,0.1,70118.58225678335,97677.61248416208,8337.524239380195,5028.538697316185,125879.5405787911,-144927.41457341274,-1456508.7251196438,-0.7941067153717513,-1382139.5108794929,inf,79
250000,24.463957481619364,18.930115993035514,0.3765261763549118,0.34753670189886,0.3342057375934414,1336924.6155327824,309203.6024930165,0.43429560718606375,0.1,78875.48330431464,94131.54408872795,10321.382735611409,1498.0876400200898,36649.15232919097,-272554.45016382553,-2154587.966024259,-0.9514481178477912,-2014727.1925743017,inf,80
250000,22.97577149344373,19.941808388918954,0.3896937829045543,0.20226492160624637,0.7953291674722923,1869886.6238423672,582773.5826732687,0.6178553271236868,0.1,83090.86828716232,97423.44572613858,6549.33710733436,3218.3335328836974,73943.6958412233,-508829.88683204545,-3396376.2843385036,-0.9386903334372731,-3135271.2409829157,inf,81
250000,20.281270962009245,20.44758011902028,0.2886546552964057,0.35837718406814995,0.5208491732025903,1444890.9288247605,388710.4140664918,0.7659258239648703,0.1,85198.25049591783,72163.66382410143,8813.52408246307,3515.99530988531,71308.85358093763,-317401.56048555416,-2397095.6102814227,-0.9180678880796731,-2234221.63145976,inf,82
250000,25.342457724854185,32.26342490972945,0.29513843924351835,0.2401859816780409,0.48860947030226987,1457842.704092614,247596.1108712662,0.6568689985991263,0.1,134430.93712387272,73784.60981087958,9529.555832646965,3058.5339437232315,77510.76716883754,-170085.34370242865,-1968098.7351998999,-0.8943338080632847,-1880819.7797162342,inf,83
250000,23.250309217031404,31.239125064780225,0.23792784034273612,0.23159916007427445,0.4321489080560993,1447674.3076601783,373087.5860556701,0.6798290162493883,0.1,130163.02110325094,59481.960085684026,7172.488534228475,2107.186521574237,48992.73820456182,-324094.8478511083,-2419958.851213503,-0.9427417927107138,-2253650.2253064355,inf,84
250000,24.340600540102926,28.062594184158,0.32858934141224994,0.39505899701041686,0.7492364755637214,997540.8063992605,326838.1083320926,0.8388227354750956,0.1,116927.475767325,82147.33535306249,15178.610022225872,9539.40106695063,232194.75076247694,-94643.35756961565,-1281470.8791081074,-0.6478438637875663,-1232904.8286046907,inf,85
250000,20.725147745250208,13.92170830339661,0.4751180556052517,0.2634151991482033,0.7453702533364741,1520979.5384122361,369594.73906632216,0.6180522149946874,0.1,58007.11793081921,118779.51390131294,7259.783232351424,3344.420503807813,69313.60906366106,-300281.1300026611,-2421822.9284202196,-0.9209279439085378,-2267734.264414346,inf,86
